publ_id,title
131723,"Delay-distribution-dependent non-fragile state estimation for discrete-time neural networks under event-triggered mechanism."
131731,"Prediction of the mean grain size of MA-synthesized nanopowders by artificial neural networks."
131737,"State observer-based adaptive neural dynamic surface control for a class of uncertain nonlinear systems with input saturation using disturbance observer."
131742,"Multi-parameter online measurement IoT system based on BP neural network algorithm."
131744,"Exponential stability analysis for delayed complex-valued memristor-based recurrent neural networks."
131749,"NNIRSS - neural network-based intelligent routing scheme for SDN."
131755,"Neural dynamics-based Poisson propagation for deformable modelling."
131762,"New stochastic synchronization criteria for fuzzy Markovian hybrid neural networks with random coupling strengths."
131768,"Predicting movie box-office revenues using deep neural networks."
131848,"One Step Back, Two Steps Forward - Interference and Learning in Recurrent Neural Networks."
131863,"Modeling the Correlated Activity of Neural Populations - A Review."
131864,"Multi-Input, Multi-Output Neuronal Mode Network Approach to Modeling the Encoding Dynamics and Functional Connectivity of Neural Systems."
131865,"Sensitivity to Stimulus Irregularity Is Inherent in Neural Networks."
131866,"Vector-Derived Transformation Binding - An Improved Binding Operation for Deep Symbol-Like Processing in Neural Networks."
131870,"State-Space Representations of Deep Neural Networks."
131881,"Dual Neural Network Method for Solving Multiple Definite Integrals."
131893,"Decoding of Neural Data Using Cohomological Feature Extraction."
131897,"On the Organization of Grid and Place Cells - Neural Denoising via Subspace Learning."
131898,"A Mechanism for Synaptic Copy Between Neural Circuits."
131900,"Effective Dimensionality Reduction for Visualizing Neural Dynamics by Laplacian Eigenmaps."
131908,"Brain Morphometry Methods for Feature Extraction in Random Subspace Ensemble Neural Network Classification of First-Episode Schizophrenia."
131912,"A Review of Recurrent Neural Networks - LSTM Cells and Network Architectures."
132630,"Intergroup empathy - Enhanced neural resonance for ingroup facial emotion in a shared neural production-perception network."
132696,"Interplay between prior knowledge and communication mode on teaching effectiveness - Interpersonal neural synchronization as a neural marker."
133125,"Neural variability quenching during decision-making - Neural individuality and its prestimulus complexity."
133699,"Redundant feature pruning for accelerated inference in deep neural networks."
133700,"The capacity of feedforward neural networks."
133701,"Non-fragile state estimation for fractional-order delayed memristive BAM neural networks."
133702,"A neural network architecture for learning word-referent associations in multiple contexts."
133705,"Deep neural network concepts for background subtraction - A systematic review and comparative evaluation."
133707,"Learning, planning, and control in a monolithic neural event inference architecture."
133708,"Passivity analysis of delayed reaction-diffusion memristor-based neural networks."
133709,"Synchronization of memristive neural networks with leakage delay and parameters mismatch via event-triggered control."
133714,"Ensemble Neural Networks (ENN) - A gradient-free stochastic method."
133715,"Delay-dependent criterion for asymptotic stability of a class of fractional-order memristive neural networks with time-varying delays."
133716,"Fixed-time synchronization of inertial memristor-based neural networks with discrete delay."
133717,"Closed-loop control of nonlinear neural networks - The estimate of control time and energy cost."
133723,"Personalised modelling with spiking neural networks integrating temporal and static information."
133727,"Dreaming neural networks - Forgetting spurious memories and reinforcing pure ones."
133728,"Switching event-triggered control for global stabilization of delayed memristive neural networks - An exponential attenuation scheme."
133730,"Combining Hopfield neural networks, with applications to grid-based mathematics puzzles."
133739,"Novel bifurcation results for a delayed fractional-order quaternion-valued neural network."
133741,"Evolving neural networks to follow trajectories of arbitrary complexity."
133744,"Photomontage detection using steganography technique based on a neural network."
133745,"A generalized neural network for distributed nonsmooth optimization with inequality constraint."
133749,"Exponential synchronization of time-varying delayed complex-valued neural networks under hybrid impulsive controllers."
133751,"Image-based velocity estimation of rock using Convolutional Neural Networks."
133752,"Spiking neural networks for deep learning and knowledge representation - Editorial."
133753,"A programmable neural virtual machine based on a fast store-erase learning rule."
133756,"Regularization of deep neural networks with spectral dropout."
133757,"Response prediction of nonlinear hysteretic systems by deep neural networks."
133760,"A neural network-evolutionary computational framework for remaining useful life estimation of mechanical systems."
133763,"One or two minds? Neural network modeling of decision making by the unified self."
133767,"Quasi-projective and complete synchronization of fractional-order complex-valued neural networks with time delays."
133768,"Synchronization of impulsive coupled complex-valued neural networks with delay - The matrix measure method."
133771,"Identification of piecewise linear dynamical systems using physically-interpretable neural-fuzzy networks - Methods and applications to origami structures."
133773,"Deep associative neural network for associative memory based on unsupervised representation learning."
133777,"Fixed-time pinning-controlled synchronization for coupled delayed neural networks with discontinuous activations."
133779,"Transformed ℓ1 regularization for learning sparse deep neural networks."
133784,"Neural dynamics of spreading attentional labels in mental contour tracing."
133786,"Deep neural-kernel blocks."
133790,"A hypothetical neural network model for generation of human precision grip."
133798,"Stability analysis of Cohen-Grossberg neural networks of neutral-type - Multiple delays case."
133799,"Delay-dependent stability analysis of the QUAD vector field fractional order quaternion-valued memristive uncertain neutral type leaky integrator echo state neural networks."
133800,"Continual lifelong learning with neural networks - A review."
133805,"Hierarchical gated recurrent neural network with adversarial and virtual adversarial training on text classification."
133809,"Efficient training of interval Neural Networks for imprecise training data."
133811,"Some generalized global stability criteria for delayed Cohen-Grossberg neural networks of neutral-type."
133812,"Differential convolutional neural network."
133813,"Locally connected spiking neural networks for unsupervised feature learning."
133814,"Kafnets - Kernel-based non-parametric activation functions for neural networks."
133817,"New stability results for Takagi-Sugeno fuzzy Cohen-Grossberg neural networks with multiple delays."
133819,"Concept learning through deep reinforcement learning with memory-augmented neural networks."
133823,"A survey of adaptive resonance theory neural network models for engineering applications."
133824,"Cost-effective stochastic MAC circuits for deep neural networks."
133825,"Subrecursive neural networks."
133828,"Self-organizing neural networks for universal learning and multimodal memory encoding."
133832,"Finite-time cluster synchronization for a class of fuzzy cellular neural networks via non-chattering quantized controllers."
133835,"Deep learning in spiking neural networks."
133838,"Saliency model based on a neural population for integrating figure direction and organizing Border Ownership."
133839,"Exponential synchronization of semi-Markovian coupled neural networks with mixed delays via tracker information and quantized output controller."
133843,"Periodicity and finite-time periodic synchronization of discontinuous complex-valued neural networks."
133844,"Approximate neural optimal control with reinforcement learning for a torsional pendulum device."
133849,"Fixed-time synchronization of quaternion-valued memristive neural networks with time delays."
133850,"Stability of stochastic impulsive reaction-diffusion neural networks with S-type distributed delays and its application to image encryption."
133851,"Estimating coupling strength between multivariate neural series with multivariate permutation conditional mutual information."
133852,"An approximation algorithm for graph partitioning via deterministic annealing neural network."
133855,"Multi-perspective neural architecture for recommendation system."
133858,"A distributed semi-supervised learning algorithm based on manifold regularization using wavelet neural network."
133861,"On-line prediction of ferrous ion concentration in goethite process based on self-adjusting structure RBF neural network."
133862,"Synchronization of chaotic neural networks with time delay via distributed delayed impulsive control."
133865,"NeuO - Exploiting the sentimental bias between ratings and reviews with neural networks."
133867,"Fixed-time synchronization of coupled memristor-based neural networks with time-varying delays."
133874,"Classification and comparison via neural networks."
133876,"Moving in time - Simulating how neural circuits enable rhythmic enactment of planned sequences."
133877,"Short-term synaptic plasticity expands the operational range of long-term synaptic changes in neural networks."
133878,"Classification of gait patterns between patients with Parkinson's disease and healthy controls using phase space reconstruction (PSR), empirical mode decomposition (EMD) and neural networks."
133880,"Fully complex conjugate gradient-based neural networks using Wirtinger calculus framework - Deterministic convergence and its application."
133881,"An unsupervised parameter learning model for RVFL neural network."
133883,"Synchronization in uncertain fractional-order memristive complex-valued neural networks with multiple time delays."
133885,"Neighborhood preserving neural network for fault detection."
133886,"Global-and-local-structure-based neural network for fault detection."
133887,"Observer-based sliding mode control for synchronization of delayed chaotic neural networks with unknown disturbance."
133891,"Emergent neural turing machine and its visual navigation."
133892,"ADA-Tucker - Compressing deep neural networks via adaptive dimension adjustment tucker decomposition."
133893,"Event-triggered impulsive control on quasi-synchronization of memristive neural networks with time-varying delays."
133895,"Branched convolutional neural networks incorporated with Jacobian deep regression for facial landmark detection."
133897,"Global Exponential Synchronization of Complex-Valued Neural Networks with Time Delays via Matrix Measure Method."
133899,"Exponential Stability of Pseudo Almost Periodic Solutions for Fuzzy Cellular Neural Networks with Time-Varying Delays."
133901,"Time Series Forecasting Using Neural Networks - Are Recurrent Connections Necessary?"
133902,"Supervised Training of Spiking Neural Network by Adapting the E-MWO Algorithm for Pattern Classification."
133903,"Sampled-Data State Estimation of Neutral Type Neural Networks with Mixed Time-Varying Delays."
133904,"Event Triggered Finite Time H∞ Boundedness of Uncertain Markov Jump Neural Networks with Distributed Time Varying Delays."
133907,"A Comparative Study of Suitability of Certain Features in Classification of Bharatanatyam Mudra Images Using Artificial Neural Network."
133908,"Stability Analysis for a Class of Impulsive Bidirectional Associative Memory (BAM) Neural Networks with Distributed Delays and Leakage Time-Varying Delays."
133909,"Finite-Time and Fixed-Time Synchronization of Inertial Cohen-Grossberg-Type Neural Networks with Time Varying Delays."
133910,"Pseudo Almost Periodic Solution of Recurrent Neural Networks with D Operator on Time Scales."
133911,"New Results on Impulsive Cohen-Grossberg Neural Networks."
133912,"A New LMI Approach to Finite and Fixed Time Stabilization of High-Order Class of BAM Neural Networks with Time-Varying Delays."
133916,"Breast Tumor Classification Using Fast Convergence Recurrent Wavelet Elman Neural Networks."
133917,"Corpus Analysis Using Relaxed Conjugate Gradient Neural Network Training Algorithm."
133920,"Convergence of Neutral Type Fuzzy Cellular Neural Networks with D Operator."
133927,"Weighted Pseudo Almost Periodic Shunting Inhibitory Cellular Neural Networks with Multi-proportional Delays."
133929,"Hardware/Software Co-design for a Neural Network Trained by Particle Swarm Optimization Algorithm."
133930,"Delayed Feedback Controller based Finite Time Synchronization of Discontinuous Neural Networks with Mixed Time-Varying Delays."
133933,"Bifurcation Analysis of Delayed Complex-Valued Neural Network with Diffusions."
133934,"Robust Exponential Stabilization for Switched Neutral Neural Networks with Mixed Time-Varying Delays."
133938,"Global Exponential Synchronization of Delayed Complex-Valued Recurrent Neural Networks with Discontinuous Activations."
133939,"An Artificial Neural Network Model to Solve the Fuzzy Shortest Path Problem."
133942,"Exponential Stabilization for Hybrid Recurrent Neural Networks by Delayed Noises Rooted in Discrete Observations of State and Mode."
133943,"Stability Analysis in a Class of Markov Switched Stochastic Hopfield Neural Networks."
133947,"An Artificial Neural Network for Solving Distributed Optimal Control of the Poisson's Equation."
133948,"Competitive Cross-Entropy Loss - A Study on Training Single-Layer Neural Networks for Solving Nonlinearly Separable Classification Problems."
133949,"Generalizing the Convolution Operator in Convolutional Neural Networks."
133952,"Global Exponential Synchronization of Memristive Competitive Neural Networks with Time-Varying Delay via Nonlinear Control."
133953,"Global Asymptotic Stabilization of Cellular Neural Networks with Proportional Delay via Impulsive Control."
133958,"Finite-Time Anti-synchronization of Multi-weighted Coupled Neural Networks With and Without Coupling Delays."
133963,"Passivity and Synchronization of Coupled Reaction-Diffusion Cohen-Grossberg Neural Networks with Fixed and Switching Topologies."
133965,"Extended H∞ Synchronization Control for Switched Neural Networks with Multi Quantization Densities Based on a Persistent Dwell-Time Approach."
133966,"Generalized Regression Neural Network Optimized by Genetic Algorithm for Solving Out-of-Sample Extension Problem in Supervised Manifold Learning."
133969,"New Results on Periodicity of Non-autonomous Inertial Neural Networks Involving Non-reduced Order Method."
133970,"On the Choice of Inter-Class Distance Maximization Term in Siamese Neural Networks."
133971,"A Novel Genetically Optimized Convolutional Neural Network for Traffic Sign Recognition - A New Benchmark on Belgium and Chinese Traffic Sign Datasets."
133972,"Finite-Time Stability for Caputo-Katugampola Fractional-Order Time-Delayed Neural Networks."
133974,"Neural Block Control via Integrator Backstepping for a Robotic Arm in Real-Time."
133978,"An Alternative Approach for Setting the Optimum Coupling Parameters Among the Neural Central Pattern Generators Considering the Amplitude and the Phase Error Calculations."
133981,"Extraction of Product Evaluation Factors with a Convolutional Neural Network and Transfer Learning."
133985,"Exponential Synchronization of Stochastic Memristive Neural Networks with Time-Varying Delays."
133988,"Discrete Analogue for a Class of Impulsive Cohen-Grossberg Neural Networks with Asynchronous Time-Varying Delays."
133990,"Synchronization of Coupled Complex-Valued Impulsive Neural Networks with Time Delays."
133991,"Anti-periodic Solutions for Quaternion-Valued High-Order Hopfield Neural Networks with Time-Varying Delays."
133992,"Asymptotical Stability of Riemann-Liouville Fractional-Order Neutral-Type Delayed Projective Neural Networks."
133995,"Enhanced Bird Detection from Low-Resolution Aerial Image Using Deep Neural Networks."
133997,"A Fast Algorithm for Convolutional Neural Networks Using Tile-based Fast Fourier Transforms."
134000,"New Results for Exponential Synchronization of Memristive Cohen-Grossberg Neural Networks with Time-Varying Delays."
134002,"Two-Stage Method for Diagonal Recurrent Neural Network Identification of a High-Power Continuous Microwave Heating System."
134003,"Finite-Time Synchronization of Complex-Valued Neural Networks with Multiple Time-Varying Delays and Infinite Distributed Delays."
134008,"Piecewise Polynomial Activation Functions for Feedforward Neural Networks."
134009,"Weighted Channel-Wise Decomposed Convolutional Neural Networks."
134011,"Synchronizing Chaotic Systems with Uncertain Model and Unknown Interference Using Sliding Mode Control and Wavelet Neural Networks."
134012,"Improved Gradient Neural Networks for Solving Moore-Penrose Inverse of Full-Rank Matrix."
134016,"Artificial Neural Networks with Random Weights for Incomplete Datasets."
134017,"Pseudo Almost Automorphic Solutions for Multidirectional Associative Memory Neural Network with Mixed Delays."
134018,"Restricted Convolutional Neural Networks."
134019,"A Note on Liao's Recurrent Neural-Network Learning for Discrete Multi-stage Optimal Control Problems."
134028,"Exponential Synchronization of Inertial Memristor-Based Neural Networks with Time Delay Using Average Impulsive Interval Approach."
134031,"Global Asymptotic Stability of Periodic Solutions for Discrete Time Delayed BAM Neural Networks by Combining Coincidence Degree Theory with LMI Method."
134033,"General Decay Lag Synchronization for Competitive Neural Networks with Constant Delays."
134034,"A Robust Sentiment Analysis Method Based on Sequential Combination of Convolutional and Recursive Neural Networks."
134035,"New Delay-Dependent Stability Criteria for Impulsive Neural Networks with Additive Time-Varying Delay Components and Leakage Term."
134036,"Finite-Time Non-fragile Dissipative Stabilization of Delayed Neural Networks."
134040,"H∞ State Estimation for Stochastic Jumping Neural Networks with Fading Channels Over a Finite-Time Interval."
134042,"Enhance the Performance of Deep Neural Networks via L2 Regularization on the Input of Activations."
134043,"Projection Recurrent Neural Network Model - A New Strategy to Solve Weapon-Target Assignment Problem."
134045,"Memory-based State Estimation of T-S Fuzzy Markov Jump Delayed Neural Networks with Reaction-Diffusion Terms."
134046,"A Parallel Image Skeletonizing Method Using Spiking Neural P Systems with Weights."
134049,"Solving Partial Differential Equation Based on Bernstein Neural Network and Extreme Learning Machine Algorithm."
134051,"Finite-Time Stability and Synchronization of the Coupled Switched Neural Networks with Nodes of Different Dimensions."
134054,"New Results on Robust Finite-Time Passivity for Fractional-Order Neural Networks with Uncertainties."
134058,"Adaptive Learning Based on Tracking and ReIdentifying Objects Using Convolutional Neural Network."
134063,"Global Mittag-Leffler Boundedness for Fractional-Order Complex-Valued Cohen-Grossberg Neural Networks."
134064,"α-Exponential Stability of Impulsive Fractional-Order Complex-Valued Neural Networks with Time Delays."
134065,"Impulsive Stabilization and Synchronization of Fractional-Order Complex-Valued Neural Networks."
134073,"Stability and Synchronization Analysis of Discrete-Time Delayed Neural Networks with Discontinuous Activations."
134078,"Application of Mind Evolutionary Algorithm and Artificial Neural Networks for Prediction of Profile and Flatness in Hot Strip Rolling Process."
134079,"Stability of Inertial Neural Network with Time-Varying Delays Via Sampled-Data Control."
134087,"Pinning Adaptive and Exponential Synchronization of Fractional-Order Uncertain Complex Neural Networks with Time-Varying Delays."
134092,"Exponential Stability of Positive Shunting Inhibitory Cellular Neural Networks with Multi-proportional Delays."
134094,"Finite-Time Synchronization of Memristive Neural Networks with Proportional Delay."
134095,"On Finite-Time Stability for Fractional-Order Neural Networks with Proportional Delays."
134096,"Bifurcation Analysis for Simplified Five-Neuron Bidirectional Associative Memory Neural Networks with Four Delays."
134098,"Daily Urban Water Demand Forecasting Based on Chaotic Theory and Continuous Deep Belief Neural Network."
134102,"Adaptive State Estimation of Stochastic Delayed Neural Networks with Fractional Brownian Motion."
134103,"Exponential Stability of Positive Recurrent Neural Networks with Multi-proportional Delays."
134105,"Periodic Solution for ∇ -Stochastic High-Order Hopfield Neural Networks with Time Delays on Time Scales."
134108,"Invariant and Attracting Sets of Complex-Valued Neural Networks with Both Time-Varying and Infinite Distributed Delays."
134110,"Weighted Pseudo Almost Periodic Solutions for Cellular Neural Networks with Multi-proportional Delays."
134115,"Global Mittag-Leffler Synchronization for Fractional-Order BAM Neural Networks with Impulses and Multiple Variable Delays via Delayed-Feedback Control Strategy."
134117,"Pinning Synchronization of Nonlinear and Delayed Coupled Neural Networks with Multi-weights via Aperiodically Intermittent Control."
134121,"Pinning Synchronization of Coupled Memristive Recurrent Neural Networks with Mixed Time-Varying Delays and Perturbations."
134123,"Classification of Gait Patterns Using Kinematic and Kinetic Features, Gait Dynamics and Neural Networks in Patients with Unilateral Anterior Cruciate Ligament Deficiency."
134126,"Zhang Neural Dynamics Approximated by Backward Difference Rules in Form of Time-Delay Differential Equation."
134128,"Global Asymptotic Stability of Periodic Solutions for Neutral-Type Delayed BAM Neural Networks by Combining an Abstract Theorem of k-Set Contractive Operator with LMI Method."
134131,"Stability Analysis of Fractional Order Hopfield Neural Networks with Optimal Discontinuous Control."
134134,"The Intermittent Control Synchronization of Complex-Valued Memristive Recurrent Neural Networks with Time-Delays."
134136,"Synchronization of Switched Coupled Neural Networks with Distributed Impulsive Effects - An Impulsive Strength Dependent Approach."
134140,"One Recurrent Neural Networks Solution for Passive Localization."
134146,"Stability of Quaternion-Valued Neural Networks with Mixed Delays."
147573,"Bearing Fault Diagnosis with a Feature Fusion Method Based on an Ensemble Convolutional Neural Network and Deep Neural Network."
155920,"Surrogate Gradient Learning in Spiking Neural Networks - Bringing the Power of Gradient-based optimization to spiking neural networks."
160100,"Neural Predictive Coding Using Convolutional Neural Networks Toward Unsupervised Learning of Speaker Characteristics."
172802,"NullHop - A Flexible Convolutional Neural Network Accelerator Based on Sparse Representations of Feature Maps."
172804,"Optimal Control of Propagating Fronts by Using Level Set Methods and Neural Approximations."
172807,"Regularizing Deep Neural Networks by Enhancing Diversity in Feature Extraction."
172809,"On the Duality Between Belief Networks and Feed-Forward Neural Networks."
172824,"Effects of Subsystem and Coupling on Synchronization of Multiple Neural Networks With Delays via Impulsive Coupling."
172839,"Adaptive Neural Control of Underactuated Surface Vessels With Prescribed Performance Guarantees."
172862,"EEG-Based Spatio-Temporal Convolutional Neural Network for Driver Fatigue Evaluation."
172868,"Multistability of Switched Neural Networks With Piecewise Linear Activation Functions Under State-Dependent Switching."
172869,"Neural Adaptive Backstepping Control of a Robotic Manipulator With Prescribed Performance Constraint."
172874,"Guest Editorial Special Issue on Intelligent Control Through Neural Learning and Optimization for Human-Machine Hybrid Systems."
172875,"Editorial - Booming of Neural Networks and Learning Systems."
172876,"Efficient Multispike Learning for Spiking Neural Networks Using Probability-Modulated Timing Method."
172877,"Multistability of Delayed Hybrid Impulsive Neural Networks With Application to Associative Memories."
172882,"LTNN - A Layerwise Tensorized Compression of Multilayer Neural Network."
172883,"Deep Neural Network Initialization With Decision Trees."
172895,"O(2)-Valued Hopfield Neural Networks."
172897,"Classification by Sparse Neural Networks."
172900,"Neural Network Controller Design for a Class of Nonlinear Delayed Systems With Time-Varying Full-State Constraints."
172909,"Adaptive Neural Control of a Kinematically Redundant Exoskeleton Robot Using Brain-Machine Interfaces."
172915,"Stability Analysis for Delayed Neural Networks via Improved Auxiliary Polynomial-Based Functions."
172916,"Neural-Response-Based Extreme Learning Machine for Image Classification."
172917,"General Square-Pattern Discretization Formulas via Second-Order Derivative Elimination for Zeroing Neural Network Illustrated by Future Optimization."
172919,"Multiview Multitask Gaze Estimation With Deep Convolutional Neural Networks."
172920,"Integrated Sliding Mode Control and Neural Networks Based Packet Disordering Prediction for Nonlinear Networked Control Systems."
172923,"Extended Dissipativity Analysis for Markovian Jump Neural Networks With Time-Varying Delay via Delay-Product-Type Functionals."
172925,"Adaptive Reinforcement Learning Control Based on Neural Approximation for Nonlinear Discrete-Time Systems With Unknown Nonaffine Dead-Zone Input."
172931,"Local Restricted Convolutional Neural Network for Change Detection in Polarimetric SAR Images."
172934,"Exploring Self-Repair in a Coupled Spiking Astrocyte Neural Network."
172935,"Bounded Neural Network Control for Target Tracking of Underactuated Autonomous Surface Vehicles in the Presence of Uncertain Target Dynamics."
172937,"Global Synchronization of Coupled Fractional-Order Recurrent Neural Networks."
172939,"A Novel Neural Networks Ensemble Approach for Modeling Electrochemical Cells."
172946,"Recurrent Neural Network Model - A New Strategy to Solve Fuzzy Matrix Games."
172947,"Morphological Convolutional Neural Network Architecture for Digit Recognition."
172949,"Multistep Prediction of Dynamic Systems With Recurrent Neural Networks."
172950,"Optimized Neural Network Parameters Using Stochastic Fractal Technique to Compensate Kalman Filter for Power System-Tracking-State Estimation."
172951,"Event-Sampled Output Feedback Control of Robot Manipulators Using Neural Networks."
172958,"Adaptive Neural State-Feedback Tracking Control of Stochastic Nonlinear Switched Systems - An Average Dwell-Time Method."
172964,"Bayesian Weight Decay on Bounded Approximation for Deep Convolutional Neural Networks."
172965,"Output-Feedback Adaptive Neural Controller for Uncertain Pure-Feedback Nonlinear Systems Using a High-Order Sliding Mode Observer."
172967,"Training Lightweight Deep Convolutional Neural Networks Using Bag-of-Features Pooling."
172972,"Coupled Neural P Systems."
172973,"Global Nonfragile Synchronization in Finite Time for Fractional-Order Discontinuous Neural Networks With Nonlinear Growth Activations."
172975,"Visualization Methods for Image Transformation Convolutional Neural Networks."
172978,"Neural Network-Based Adaptive Consensus Control for a Class of Nonaffine Nonlinear Multiagent Systems With Actuator Faults."
172985,"Exponential Synchronization and L2-Gain Analysis of Delayed Chaotic Neural Networks Via Intermittent Control With Actuator Saturation."
172986,"Robust Stabilization of Delayed Neural Networks - Dissipativity-Learning Approach."
172987,"Finite-Time Passivity-Based Stability Criteria for Delayed Discrete-Time Neural Networks via New Weighted Summation Inequalities."
172989,"Adaptive Discrete-Time Flight Control Using Disturbance Observer and Neural Networks."
172991,"Nonfragile Dissipative Synchronization for Markovian Memristive Neural Networks - A Gain-Scheduled Control Scheme."
172993,"Exponential Stabilization of Fuzzy Memristive Neural Networks With Hybrid Unbounded Time-Varying Delays."
172998,"Neural Network Training With Levenberg-Marquardt and Adaptable Weight Compression."
173001,"Hierarchical Stability Conditions for a Class of Generalized Neural Networks With Multiple Discrete and Distributed Delays."
173002,"Fast Inference Predictive Coding - A Novel Model for Constructing Deep Neural Networks."
173004,"Neural Network Filtering Control Design for Nontriangular Structure Switched Nonlinear Systems in Finite Time."
173007,"Asynchronous Multiplex Communication Channels in 2-D Neural Network With Fluctuating Characteristics."
173014,"Neurons With Paraboloid Decision Boundaries for Improved Neural Network Classification Performance."
173017,"fpgaConvNet - Mapping Regular and Irregular Convolutional Neural Networks on FPGAs."
173020,"Augmented Real-Valued Time-Delay Neural Network for Compensation of Distortions and Impairments in Wireless Transmitters."
173025,"Neural Adaptive Event-Triggered Control for Nonlinear Uncertain Stochastic Systems With Unknown Hysteresis."
173027,"Passivity and Synchronization of Coupled Uncertain Reaction-Diffusion Neural Networks With Multiple Time Delays."
173031,"Dynamical Behavior of Nonautonomous Stochastic Reaction-Diffusion Neural-Network Models."
173035,"Clone-Based Encoded Neural Networks to Design Efficient Associative Memories."
173038,"L1-Norm Batch Normalization for Efficient Training of Deep Neural Networks."
173042,"Global Exponential Stability and Synchronization for Discrete-Time Inertial Neural Networks With Time Delays - A Timescale Approach."
173043,"Computing Time-Varying Quadratic Optimization With Finite-Time Convergence and Noise Tolerance - A Unified Framework for Zeroing Neural Network."
173050,"A Discrete-Time Projection Neural Network for Sparse Signal Reconstruction With Application to Face Recognition."
173054,"Finite-Horizon $l_2-l_\infty$ Synchronization for Time-Varying Markovian Jump Neural Networks Under Mixed-Type Attacks - Observer-Based Case."
173055,"Zeroing Neural Network for Solving Time-Varying Linear Equation and Inequality Systems."
173056,"Neural Learning Control of Strict-Feedback Systems Using Disturbance Observer."
173059,"Robot Learning System Based on Adaptive Neural Control and Dynamic Movement Primitives."
173063,"Effects of State-Dependent Impulses on Robust Exponential Stability of Quaternion-Valued Neural Networks Under Parametric Uncertainty."
173064,"Synchronization of Coupled Markovian Reaction-Diffusion Neural Networks With Proportional Delays Via Quantized Control."
173079,"Novel Finite-Time Synchronization Criteria for Inertial Neural Networks With Time Delays via Integral Inequality Method."
173088,"Distributed Adaptive Tracking Synchronization for Coupled Reaction-Diffusion Neural Network."
173094,"Multiple $\psi$ -Type Stability of Cohen-Grossberg Neural Networks With Both Time-Varying Discrete Delays and Distributed Delays."
173095,"New Results on Stability Analysis for Delayed Markovian Generalized Neural Networks With Partly Unknown Transition Rates."
173096,"A New Approach to Stochastic Stability of Markovian Neural Networks With Generalized Transition Rates."
173104,"Identification and Control of Nonlinear Systems Using Neural Networks - A Singularity-Free Approach."
173109,"Adaptive Neural Network Tracking Control for Robotic Manipulators With Dead Zone."
173111,"A Novel Neural Network for Remote Sensing Image Matching."
173114,"Adaptive Neural Control for MIMO Pure-Feedback Nonlinear Systems With Periodic Disturbances."
173705,"Deferred neural rendering - image synthesis using neural textures."
174039,"Rethinking the Combined and Individual Orders of Derivative of States for Differential Recurrent Neural Networks - Deep Differential Recurrent Neural Networks."
182055,"Using Neural Architecture Search to Optimize Neural Networks for Embedded Devices."
183048,"Weisfeiler and Leman Go Neural - Higher-Order Graph Neural Networks."
184148,"Universal Approximation Property and Equivalence of Stochastic Computing-Based Neural Networks and Binary Neural Networks."
184378,"TDSNN - From Deep Neural Networks to Deep Spike Neural Networks with Temporal-Coding."
185073,"Neural Versus Non-Neural Text Simplification - A Case Study."
185174,"Neural Fuzzy Repair - Integrating Fuzzy Matches into Neural Machine Translation."
185486,"NeuralClassifier - An Open-source Neural Hierarchical Multi-label Text Classification Toolkit."
185850,"DIAG-NRE - A Neural Pattern Diagnosis Framework for Distantly Supervised Neural Relation Extraction."
187517,"Conversion of Synchronous Artificial Neural Network to Asynchronous Spiking Neural Network using sigma-delta quantization."
193177,"Simulate-the-hardware - training accurate binarized neural networks for low-precision neural accelerators."
193199,"NeuralHMC - an efficient HMC-based accelerator for deep neural networks."
201200,"Exponential stability of neural stochastic Hopfield neural networks with time varying delays."
206872,"Do Deep Neural Networks Model Nonlinear Compositionality in the Neural Representation of Human-Object Interactions?"
220914,"A Convolutional Neural Network-based Model of Neural Pathways in the Retina."
224974,"Automatic playlist generation using Convolutional Neural Networks and Recurrent Neural Networks."
228126,"A Study on Solving the Inverse Kinematics of Serial Robots using Artificial Neural Network and Fuzzy Neural Network."
229072,"OINNIONN - outward inward neural network and inward outward neural network evolution."
237495,"Hilbert Vector Convolutional Neural Network - 2D Neural Network on 1D Data."
245990,"Neural Feature Search - A Neural Architecture for Automated Feature Engineering."
249037,"Enhancing Neural Network Prediction against Unknown Disturbances with Neural Network Disturbance Observer."
251868,"Neural Persistence - A Complexity Measure for Deep Neural Networks Using Algebraic Topology."
262294,"Comparison of Neural Network Optimizers for Relative Ranking Retention Between Neural Architectures."
267432,"Decoding Neural Responses in Mouse Visual Cortex through a Deep Neural Network."
269058,"NeuralWalk - Trust Assessment in Online Social Networks with Neural Networks."
281296,"Combining Very Deep Convolutional Neural Networks and Recurrent Neural Networks for Video Classification."
281909,"Wireless Neural Network - Enabling Neural Computing over Wireless Sensor Network Based on Superposition Transmissions."
282131,"An Experimental Study on the Relationships Among Neural Codes and the Computational Properties of Neural Networks."
292814,"A Comparison of Artificial Neural Network(ANN) and Support Vector Machine(SVM) Classifiers for Neural Seizure Detection."
293285,"Improving Neural Machine Translation with Neural Syntactic Distance."
294213,"NeuralCLIP - A Modular FPGA-Based Neural Interface for Closed-Loop Operation."
294251,"Hardware Complexity Analysis of Deep Neural Networks and Decision Tree Ensembles for Real-time Neural Data Classification."
295081,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
295211,"Deep Multi-State Dynamic Recurrent Neural Networks Operating on Wavelet Based Neural Features for Robust Brain Machine Interfaces."
301920,"Performance comparison of neural and non-neural approaches to session-based recommendation."
